Id,Text,Time,Reaction Count,Share Count,Comment Count,Comments,Like Count,Love Count,Haha Count,Wow Count,Care Count,Sad Count,Angry Count
673871558105821,"Looking to dive into the world of multiplayer game development? We've got you covered!Our reading list includes tutorials, articles, demos, and documentation to help you master the art of building solid and scalable multiplayer infrastructure. With the right resources and a bit of elbow grease, you'll be able to get your idea off the ground.So what are you waiting for? Dig in: https://on.unity.com/3OVdED3",2023-08-29 00:35:04,263,20,10,"[{'Name': 'Chris Bastos', 'Text': ""That's just what I needed. I've been modeling and programming my game at least one year by now and the multiplayer is a MUST to it. Thank you guys for making this engine it's reeeally awesome. (and all that Blender compatibility just makes things easier; so thank you very much!)"", 'Reaction Count': 0, 'Time': '2023, 8, 25, 0, 0'}, {'Name': 'Madhav Bomma', 'Text': '👍', 'Reaction Count': 0, 'Time': '2023, 8, 25, 0, 0'}, {'Name': 'Alcides Venturini', 'Text': 'Estou aguardando meu PIX desde 24/07 no jogo slort for bingo e ainda me informaram que o mesmo está em revisão podem me informar a previsão desse crédito no valor de R$-1.800,00 reais ???', 'Reaction Count': 0, 'Time': '2023, 8, 25, 0, 0'}, {'Name': 'Цецілія Качанюк', 'Text': 'Цецілія Качанюк', 'Reaction Count': 0, 'Time': '2023, 8, 25, 0, 0'}, {'Name': 'The Winter', 'Text': 'Unity Toturial https://\nwww.youtube.com/\nwatch?v=bXf4bbz9\nOkg', 'Reaction Count': 0, 'Time': '2023, 8, 25, 0, 0'}]",205,31,2,1,1,0,23
672276024932041,"Have you thought about your game's post-launch experience?Your game is flying off virtual shelves and players love it, but what about scaling? Server hosting? Analytics?Read how studios such as Hi-Rez and Innersloth chose Unity Gaming Services to help: https://on.unity.com/47KzmSN",2023-08-26 01:03:28,197,15,20,"[{'Name': 'Řămęž Ãméŕ', 'Text': 'ان شاء ألله\n🐻', 'Reaction Count': 0, 'Time': '2023, 8, 25, 0, 0'}, {'Name': 'Marius Borge', 'Text': 'Post-launch experience - Game engine provider suddenly changes the terms. Read how innersloth feels', 'Reaction Count': 0, 'Time': '2023, 9, 25, 0, 0'}, {'Name': 'Ivan Williams', 'Text': 'How do I build networking into my game they are so meagre resources out there', 'Reaction Count': 0, 'Time': '2023, 8, 25, 0, 0'}, {'Name': 'Dee Fucacop', 'Text': ""Post launch experience? Is that when you take all the money a game makes from Everytime it's installed over the next 300 years?"", 'Reaction Count': 0, 'Time': '2023, 9, 25, 0, 0'}, {'Name': 'Claude Deschênes', 'Text': ""It's a screenshot of a game you will kill..."", 'Reaction Count': 0, 'Time': '2023, 9, 25, 0, 0'}, {'Name': 'Karol Stachu Staszewski', 'Text': 'I See korok .__;', 'Reaction Count': 0, 'Time': '2023, 8, 25, 0, 0'}, {'Name': 'Letaria Voyasa', 'Text': 'Amogus', 'Reaction Count': 0, 'Time': '2023, 8, 25, 0, 0'}, {'Name': 'Xander Fogle', 'Text': 'We love Unity for our game Ilysiavr.com', 'Reaction Count': 0, 'Time': '2023, 8, 25, 0, 0'}]",149,21,2,1,2,0,22
670794218413555,"Have you heard? After 4 years, we’re back in person for Unite 2023, and we can’t wait!From a welcome party at the world-famous Heineken Experience to a jam-packed day of deep-dive sessions, behind-the-scenes developer stories, hot new features, and Made with Unity games, we know you’re in for a treat.Find out why you should be at this year’s Unite: https://on.unity.com/3QKlpON",2023-08-23 04:00:03,226,11,7,"[{'Name': 'Juan Jiménez', 'Text': 'Dónde encuentro la nueva plantilla de runner , algún link o pasos para encontrar', 'Reaction Count': 0, 'Time': '2023, 8, 25, 0, 0'}, {'Name': 'The Winter', 'Text': 'Unity toturial https://\nwww.youtube.com/\nwatch?v=bXf4bbz9\nOkg', 'Reaction Count': 0, 'Time': '2023, 8, 25, 0, 0'}]",180,23,0,3,2,1,17
670722048420772,"⭐ Surprise! ⭐ We’re adding a third Tech Stream – #Unity 2023.3 – to our 2023 release cycle, so you can access key updates in URP, DOTS, and more, sooner.Take a peek at what’s included in the release, coming in April 2024: on.unity.com/3QJUClG",2023-08-23 00:34:44,246,13,18,"[{'Name': 'Charles Beauchemin', 'Text': 'Just like it was in 2019!', 'Reaction Count': 0, 'Time': '2023, 8, 25, 0, 0'}, {'Name': 'Andrew Scott', 'Text': 'all these tech stream is a joke, just have one and be done with it', 'Reaction Count': 0, 'Time': '2023, 8, 25, 0, 0'}, {'Name': 'Jordan Martin', 'Text': ""Didn't Unity just stop doing x.3 just a couple of years ago?"", 'Reaction Count': 0, 'Time': '2023, 8, 25, 0, 0'}, {'Name': 'Onur Er', 'Text': 'Hello Unity. I wonder what happened to ""Get best practices on optimizing runtime memory and build size with Addressables system"" post you shared today? I was going to read it when I get home today but I can\'t find it anymore.', 'Reaction Count': 0, 'Time': '2023, 8, 25, 0, 0'}]",217,10,0,6,1,0,12
668235188669458,"How do you create a compelling and challenging boss fight in a game? ⚔In Evil Wizard, you play as a former Final Boss rising from defeat and attempting to reclaim their castle from so-called heroes 😈We were lucky to have Rubber Duck Games over on our blog for a technical deep dive into how they designed the first boss fight in their game, from prototyping to testing and balancing: https://on.unity.com/3KJYCyM#MadeWithUnity",2023-08-18 01:59:12,429,32,10,"[{'Name': 'Justin Kirk', 'Text': 'Looks awesome! Wish my game looked this good. https://\nwww.instagram.co\nm/stick.wizard/', 'Reaction Count': 0, 'Time': '2023, 8, 25, 0, 0'}, {'Name': 'Carlos Barrientos Carrasco', 'Text': 'Necesito saber, si tiene fecha de estreno, y será en steam? Y el nombre?.', 'Reaction Count': 0, 'Time': '2023, 8, 25, 0, 0'}, {'Name': 'Osman Amara Sesay', 'Text': 'Great', 'Reaction Count': 0, 'Time': '2023, 8, 25, 0, 0'}, {'Name': 'Alexander US', 'Text': 'Teach me this', 'Reaction Count': 0, 'Time': '2023, 8, 25, 0, 0'}, {'Name': 'Young Boys FC Gusau', 'Text': 'Thank you for sharing', 'Reaction Count': 0, 'Time': '2023, 8, 25, 0, 0'}, {'Name': 'Madhav Bomma', 'Text': 'Madhav Bomma', 'Reaction Count': 0, 'Time': '2023, 8, 25, 0, 0'}]",368,50,0,1,1,0,9
668156958677281,"Our developers are back for another Dev Blitz Day! Subject: DOTS.Join them for an AMA-style Q&A on all things DOTS and get your questions answered by the team behind the tech!🗓️ Date: Aug 24, 2023📍 Location: Unity Forum or DiscordMore Info Here: on.unity.com/3E1p5nJ",2023-08-17 23:00:00,243,15,15,"[{'Name': 'James Alexander Smith', 'Text': ""Is Unity better than Unreal Engine? I couldn't figure out how to rig a Car or Character to use in Unreal and had to pay for help.. I needed a better Engine.."", 'Reaction Count': 0, 'Time': '2023, 8, 25, 0, 0'}, {'Name': 'Dhiraj Bista', 'Text': 'Anyone can teach me unity game engine', 'Reaction Count': 0, 'Time': '2023, 8, 25, 0, 0'}, {'Name': 'Paul Foote', 'Text': 'Loving DOTS, but really want native animation / UI instead of having to using gameObjects', 'Reaction Count': 0, 'Time': '2023, 8, 25, 0, 0'}, {'Name': 'Young Boys FC Gusau', 'Text': 'Thank you for the information', 'Reaction Count': 0, 'Time': '2023, 8, 25, 0, 0'}, {'Name': 'Jameel Perkins', 'Text': 'can I Live stream yes or no on the new update ?', 'Reaction Count': 0, 'Time': '2023, 8, 25, 0, 0'}, {'Name': 'Fadliwiryawirawan Meta Authority', 'Text': 'Tanks support', 'Reaction Count': 0, 'Time': '2023, 8, 25, 0, 0'}, {'Name': 'Asuncion Reinaldo Gomez', 'Text': 'Jajaja Ahora estan de ida Adios vaquero', 'Reaction Count': 0, 'Time': '2023, 9, 25, 0, 0'}]",226,7,0,3,0,0,7
667768718716105,"🧛 Stunlock Studios needed some big tech to support their huge vision for V-Rising’s massive open world. Using DOTS and ECS, the team was able to decrease server strain and minimize client CPU resources resulting in more concurrent players, lowered system requirements, and a robust tech stack that can adapt and scale as their game growsRead the full case study here: https://on.unity.com/3s5EjFp",2023-08-17 04:02:36,331,15,10,"[{'Name': 'Trond Magne Pedersen', 'Text': ""If they could seperate other peripherals (such as steering wheels, pedals, HOTAS, etc) it would be a much more enjoyable experience, tbh. Don't make me pull everything out before starting the game. Because I like it!"", 'Reaction Count': 0, 'Time': '2023, 8, 25, 0, 0'}, {'Name': 'Vincent Basset', 'Text': 'Last time I tried to play this game, when creating the vampire it had a very huge neck for some reasons, is it still the case?', 'Reaction Count': 0, 'Time': '2023, 8, 25, 0, 0'}, {'Name': 'Peter Benson', 'Text': 'Need to jump back into this game', 'Reaction Count': 0, 'Time': '2023, 8, 25, 0, 0'}, {'Name': 'Tao Huang', 'Text': 'Dear developer, I found a serious issue for unity on android 14 when I play games, the games has crashed,such as ""Race Master 3D"", ""Car Race 3D:Car Racing"", ""Shoot Bubble-Pop Bubbles"", playing games->click menu button to recent->return back to games, the game crashed, from the log I found the unity has an native exception', 'Reaction Count': 0, 'Time': '2023, 8, 25, 0, 0'}, {'Name': 'Young Boys FC Gusau', 'Text': 'Thank you for sharing this!', 'Reaction Count': 0, 'Time': '2023, 8, 25, 0, 0'}, {'Name': 'Phan Văn', 'Text': 'make it like albion or nothing', 'Reaction Count': 0, 'Time': '2023, 8, 25, 0, 0'}, {'Name': 'Madhav Bomma', 'Text': 'Madhav Bomma', 'Reaction Count': 0, 'Time': '2023, 8, 25, 0, 0'}]",282,38,1,1,2,0,7
667237222102588,"New case study alert! ⚽In Top Eleven, you take on the role of a football coach and lead a team to potential glory. With an increasing audience looking to play on mobile, Nordeus had to make 3D live matches available globally and hit fps targets across all devices 💡📖 Read on for the full case study: https://on.unity.com/3OzcpsZ#MadeWithUnity",2023-08-16 02:08:32,343,28,21,"[{'Name': 'Nikola Ristic', 'Text': 'As a game developer, I can say this looks like a great concept for a football game like FIFA.', 'Reaction Count': 0, 'Time': '2023, 8, 25, 0, 0'}, {'Name': 'Augustine Eze', 'Text': 'I love the fact that I use unity', 'Reaction Count': 0, 'Time': '2023, 8, 25, 0, 0'}, {'Name': 'Young Boys FC Gusau', 'Text': 'Keep up the good work!', 'Reaction Count': 0, 'Time': '2023, 8, 25, 0, 0'}, {'Name': 'Abdul Mtoro III', 'Text': 'looks like FiFa to me', 'Reaction Count': 0, 'Time': '2023, 8, 25, 0, 0'}, {'Name': 'Nicola Allinson', 'Text': 'Nathan Snape Michael Harrison', 'Reaction Count': 0, 'Time': '2023, 8, 25, 0, 0'}, {'Name': 'Madhav Bomma', 'Text': 'Madhav Bomma', 'Reaction Count': 0, 'Time': '2023, 8, 25, 0, 0'}, {'Name': 'Welton Leal', 'Text': 'Weverton Leal', 'Reaction Count': 0, 'Time': '2023, 8, 25, 0, 0'}]",284,51,0,4,0,0,4
666716492154661,Will we see you in Amsterdam at Unite this November? Grab your Full Conference Pass before time runs out.Register today: https://on.unity.com/3YwUk3u,2023-08-15 03:00:01,168,17,7,"[{'Name': 'Young Boys FC Gusau', 'Text': 'Thank you for sharing!', 'Reaction Count': 0, 'Time': '2023, 8, 25, 0, 0'}, {'Name': 'George Williams', 'Text': 'Might have to stop by.', 'Reaction Count': 0, 'Time': '2023, 8, 25, 0, 0'}, {'Name': 'Markos Kovermann', 'Text': 'Would love one for my son', 'Reaction Count': 0, 'Time': '2023, 8, 25, 0, 0'}, {'Name': 'Alper Erdoğan', 'Text': 'Return Built-In ?', 'Reaction Count': 0, 'Time': '2023, 8, 25, 0, 0'}]",155,9,0,0,0,0,4
664933548999622,"What’s that? Our hair looks a little different? Why yes, yes it does! 💇🏽We’re gearing up for gamescom. Come down to play some GTFO (10 Chambers) and Battle Shapers (Metric Empire Games) and chat with Unity. Plus, we’ll be offering barber services, a tattoo artist, and refreshments to help you seamlessly combine work and play 😉Find us at The ASH Köln MesseCity August 23–25. Request a meeting with us today: https://on.unity.com/45oox6V",2023-08-11 19:57:54,258,10,12,"[{'Name': 'Xander Fogle', 'Text': 'Xander Fogle', 'Reaction Count': 0, 'Time': '2023, 7, 25, 0, 0'}, {'Name': 'Mukesh Jangid', 'Text': 'Where is avia fury', 'Reaction Count': 0, 'Time': '2023, 8, 25, 0, 0'}, {'Name': 'Ryan Akaike', 'Text': 'I want my free money making games to work', 'Reaction Count': 0, 'Time': '2023, 7, 25, 0, 0'}]",225,29,0,0,0,0,4
664452809047696,"Getting ready for the new school year? We’re launching Unity Education Accelerator, our new solution to support educators teaching students real-time 3D skills for jobs in gaming, XR development, and more 🎓Learn more:",2023-08-10 23:00:03,196,16,6,"[{'Name': 'Kevin Barr', 'Text': 'There are so many great tech learning resources available today. Unfortunately, it’s not matched with an abundance of teachers who understand the material.', 'Reaction Count': 0, 'Time': '2023, 7, 25, 0, 0'}, {'Name': 'Fazle Even', 'Text': ""I'm interested"", 'Reaction Count': 0, 'Time': '2023, 7, 25, 0, 0'}, {'Name': 'Ryan Stroup', 'Text': 'Is it free? I taught Unity in high schools. Problem is finding computer labs that can handle it', 'Reaction Count': 0, 'Time': '2023, 8, 25, 0, 0'}, {'Name': 'جمال ابو عياش', 'Text': 'بدي سوفت وير سامسونج كلاكسي جي 16', 'Reaction Count': 0, 'Time': '2023, 8, 25, 0, 0'}, {'Name': 'Madhav Bomma', 'Text': 'Madhav Bomma', 'Reaction Count': 0, 'Time': '2023, 8, 25, 0, 0'}, {'Name': 'Fazle Even', 'Text': 'But new', 'Reaction Count': 0, 'Time': '2023, 7, 25, 0, 0'}]",173,18,1,0,0,0,4
664033755756268,"The #MadeWithUnity community's been hard at work, so don't miss our latest highlights blog ♥From charts-topping releases to our weekly community posts, we have it all recapped here 📖Read more: https://on.unity.com/45305rVVisual credits: Sakura Rabbit",2023-08-10 04:03:36,457,22,18,"[{'Name': 'Ravi Bechoe', 'Text': 'Love to see Sakura Rabbit features, the stuff that Sakura makes is truly mindblowing', 'Reaction Count': 0, 'Time': '2023, 7, 25, 0, 0'}, {'Name': 'Bobby Morgan', 'Text': ""The only sad part is if this is a boss, you end up spending too much time running away and jumping around trying to land hits to admire the artistry and levels of complexity to creations like this. I'd be curious to see how it held up stability wise with a player character jumping around and affecting it and the environment (and what the minimum specs would be to do such real time rendering and computing simultaneously)\n. Outstanding work, though!"", 'Reaction Count': 0, 'Time': '2023, 7, 25, 0, 0'}, {'Name': 'Ayoub Chouikha', 'Text': ""Sakura rabbit is so skilled, it's so hard to believe this is done in unity"", 'Reaction Count': 0, 'Time': '2023, 7, 25, 0, 0'}, {'Name': 'Corez Sucar', 'Text': 'This song is laputa! Great Jobs.', 'Reaction Count': 0, 'Time': '2023, 7, 25, 0, 0'}, {'Name': 'Seba Farias Wilhelm', 'Text': ""Now show the gameplay and optimization...\nYou can't without shaming yourself?... Figures"", 'Reaction Count': 0, 'Time': '2023, 7, 25, 0, 0'}, {'Name': 'Joe Reckard', 'Text': 'Super cool grafics. Inpressed', 'Reaction Count': 0, 'Time': '2023, 8, 25, 0, 0'}, {'Name': 'منير عبوطي', 'Text': 'Make a good game with Your Engine .', 'Reaction Count': 0, 'Time': '2023, 7, 25, 0, 0'}, {'Name': 'Bi Tòn Ten', 'Text': 'Unity cau hình may thế nào mới chạy đc ae', 'Reaction Count': 0, 'Time': '2023, 8, 25, 0, 0'}, {'Name': 'Wajid Shaikh', 'Text': ""Sir make something similar to Zynga empire and allies.we are atleast 100 thousand peoples who aren't playing any games like that"", 'Reaction Count': 0, 'Time': '2023, 7, 25, 0, 0'}]",377,68,0,9,0,0,3
663312215828422,"We got the Everguild team, behind Warhammer 40,000: Warpforge, as guests on our blog to discuss their upcoming collectible card game 🃏💡 Read on for insights on how they leveraged past successes, what makes Warpforge stand out, and a deep dive into the in-game scenarios where battles take place: https://on.unity.com/3Oyo1wC#MadeWithUnity",2023-08-08 21:00:03,577,32,19,"[{'Name': 'Atigan Weyimi', 'Text': 'I think legends of runeterra is the best card game right now.. this looks good though', 'Reaction Count': 0, 'Time': '2023, 7, 25, 0, 0'}, {'Name': 'Young Boys FC Gusau', 'Text': 'Keep up the good work!', 'Reaction Count': 0, 'Time': '2023, 8, 25, 0, 0'}, {'Name': 'Sergio Vegas Martinez', 'Text': 'Se ve con una apariencia muy buena.... Lastima no sea yo de ese estilo de juego... hubiera preferido figuritas.... por cierto hablando de ello, hace poco entre mis cosas en casa, encontre un juego de mesa anterior al año 2000 muy interesante, que quizas os sirva para algun proyecto. El juego era ""Cruzada Estelar"", seria la base algo similar, usa dados, cartas, figuras, mapas,.... una pasada.... la caja del juego es esta por si interesa.', 'Reaction Count': 0, 'Time': '2023, 7, 25, 0, 0'}, {'Name': 'Péter Panyik', 'Text': ""That's an interesting version of Unity... the dev console looks different"", 'Reaction Count': 0, 'Time': '2023, 7, 25, 0, 0'}, {'Name': 'Pretty_thegreatgod', 'Text': 'Looks good', 'Reaction Count': 0, 'Time': '2023, 8, 25, 0, 0'}, {'Name': 'Franck Sitbon', 'Text': 'I was stuck in camera projection mapping. is there such a node to get the UV in the shader graph?', 'Reaction Count': 0, 'Time': '2023, 7, 25, 0, 0'}, {'Name': 'John Alfredo', 'Text': 'Infantes Izumi Mel tambn tenian juego de cartas? xd', 'Reaction Count': 0, 'Time': '2023, 7, 25, 0, 0'}, {'Name': 'Chibuike Emmaunel Odinaka', 'Text': 'Sharp', 'Reaction Count': 0, 'Time': '2023, 7, 25, 0, 0'}, {'Name': 'Madhav Bomma', 'Text': 'WOW', 'Reaction Count': 0, 'Time': '2023, 7, 25, 0, 0'}, {'Name': 'Prosperous Kalu', 'Text': 'How do u fix this please', 'Reaction Count': 0, 'Time': '2023, 8, 25, 0, 0'}, {'Name': 'Martin Salim', 'Text': 'Unity Unite 2023 Ninja Saga ?? What', 'Reaction Count': 0, 'Time': '2023, 7, 25, 0, 0'}]",493,76,0,4,1,0,3
660630636096580,Boo! How to use culling masks to create a ghost scanner in Unity 👻#unity3d #unity3dtutorial #unity3dengine #unity3dgames #gamedev #gamedevelopment #indiegame #assetstore,2023-08-04 02:29:50,340,25,8,"[{'Name': 'Unity', 'Text': ""We hope our ghost didn't scare you too much <3\n\nHow have YOU used culling masks?"", 'Reaction Count': 0, 'Time': '2023, 7, 25, 0, 0'}]",306,27,0,4,1,0,2
660618166097827,Want to elevate your project environments with stunning shaders? Create stylized water shader 💦 and semi-realistic sand shader 🏜️ using Shader Graph and URP in the new 2022 LTS.Learn more: on.unity.com/3OhIAgs,2023-08-04 02:00:01,440,37,7,"[{'Name': 'Akintola Technologies', 'Text': 'Is there a comprehensive tutorial on this, have been trying to make water like forever', 'Reaction Count': 0, 'Time': '2023, 7, 25, 0, 0'}, {'Name': 'Pedro R. Duque', 'Text': 'Ricardo Fernández', 'Reaction Count': 0, 'Time': '2023, 7, 25, 0, 0'}]",380,52,0,4,1,0,3
659440956215548,"I See Red is a frantic shooter roguelite with a very crucial aesthetic: you’ll be challenged to find more colors than black, white, gray, and red 🎨In our latest guest post, Whiteboard Games shared the thinking behind the game's unique color palette, and how it impacted both narrative and gameplay aspects of I See Red: https://on.unity.com/3OCH5uH",2023-08-01 23:00:47,210,12,8,"[{'Name': 'Khâñ Sàâb', 'Text': 'Amazing work, keep it up', 'Reaction Count': 0, 'Time': '2023, 7, 25, 0, 0'}, {'Name': 'Nathan Vaughn', 'Text': 'Nathan Vaughn', 'Reaction Count': 0, 'Time': '2023, 7, 25, 0, 0'}, {'Name': 'Young Boys FC Gusau', 'Text': 'Thank you for sharing this!', 'Reaction Count': 0, 'Time': '2023, 7, 25, 0, 0'}, {'Name': 'Christian BLead Gentili', 'Text': 'Franco Sid', 'Reaction Count': 0, 'Time': '2023, 7, 25, 0, 0'}]",180,27,0,2,0,0,1
655727823253528,"Today’s the day! #Unite2023 is open for registration 📖Join us on November 15-16 in Amsterdam and learn all about Unity’s latest and greatest, network your heart out, grab some swag, attend parties, and enjoy talking to the devs of popular #MadeWithUnity titles.Don’t miss it: https://on.unity.com/44YA5O3",2023-07-26 00:00:29,157,9,7,"[{'Name': 'Real App', 'Text': '🤝', 'Reaction Count': 0, 'Time': '2023, 7, 25, 0, 0'}, {'Name': 'Maskariaotf', 'Text': 'Nice 👍', 'Reaction Count': 0, 'Time': '2023, 7, 25, 0, 0'}, {'Name': 'Chris Kimiyon', 'Text': 'In unity I need to file picker and save in application persistence data path any can guide me to do this i am new to unity', 'Reaction Count': 0, 'Time': '2023, 7, 25, 0, 0'}]",136,16,0,1,2,0,2
655222203304090,📡 Have you ever tried virtual playtesting?Well here's your hint to try it out! See how Parsec enables feedback from anywhere: https://on.unity.com/3O4xfjK,2023-07-25 02:10:03,130,12,5,"[{'Name': 'Jack Widenhofer', 'Text': 'I notice that these are PlayStation buttons.', 'Reaction Count': 0, 'Time': '2023, 7, 25, 0, 0'}]",122,4,0,0,3,0,1
653102533516057,"Coming right up, our latest selection of free courses to help you create your own game 📖From DOTS best practices to how to approach game jams, check out these 7 tutorials on our blog 👇",2023-07-21 02:30:03,248,49,10,"[{'Name': 'Raúl Emmanuel Ibarra Aranda', 'Text': ""It's the ECS pattern that also photon quantum uses for multiplayer. Unreal is also adding it's own ECS system so I think you should start learning it. :)"", 'Reaction Count': 0, 'Time': '2023, 7, 25, 0, 0'}, {'Name': 'Jeffrey Stephens', 'Text': 'Lerpz was a great tutorial.\nIt was all I needed, and after that I just learned by making my own games. I guess it probably wouldn’t even work with the current version though.', 'Reaction Count': 0, 'Time': '2023, 7, 25, 0, 0'}, {'Name': 'Graham Peter Evans', 'Text': ""I'd love to but until support gets back to me regarding my account since I moved countries, I can't get into anything... really does it take a month to reply to a query about an account?"", 'Reaction Count': 0, 'Time': '2023, 7, 25, 0, 0'}, {'Name': 'Alexandre Demers-Roberge', 'Text': 'Would anyone actually recommend using DOTS? A single look at the amount of boilerplate code makes me dizzy.', 'Reaction Count': 0, 'Time': '2023, 7, 25, 0, 0'}, {'Name': 'Joey Hoover', 'Text': 'Joey Hoover', 'Reaction Count': 0, 'Time': '2023, 7, 25, 0, 0'}, {'Name': 'Halim Zaki', 'Text': 'No', 'Reaction Count': 0, 'Time': '2023, 7, 25, 0, 0'}, {'Name': 'Young Boys FC Gusau', 'Text': 'Young Boys FC Gusau', 'Reaction Count': 0, 'Time': '2023, 7, 25, 0, 0'}]",219,28,0,1,0,0,0
652689670224010,Unite registration is coming soon and seats are limited!Be among the first to know when tickets are live: https://on.unity.com/46YcrTw,2023-07-20 07:16:53,218,13,3,"[{'Name': 'Owen Mundy', 'Text': 'Will there be a Unite in North America soon?', 'Reaction Count': 0, 'Time': '2023, 7, 25, 0, 0'}]",201,14,0,2,1,0,0
652407103585600,Our beta program for visionOS starts rolling out to participants today! 🎉Check out our blog post to learn more about developing for Apple Vision Pro and how you can prepare your games and apps for this new immersive spatial computing platform ⬇️#UnityPolySpatial,2023-07-19 19:08:51,398,41,39,"[{'Name': 'Hikikomori Dev', 'Text': ""That's kinda neat. Though it will be a very niche audience because of the expense of the headset. Then again if you are first then you might be able to monopolize the platform early on with your stuff. We shall see."", 'Reaction Count': 0, 'Time': '2023, 7, 25, 0, 0'}, {'Name': 'Ian Sankar', 'Text': 'Might be a good time to invest in Unity thou, long term I think they are going to be something big in mobile game market with vision os.', 'Reaction Count': 0, 'Time': '2023, 7, 25, 0, 0'}, {'Name': 'Calvin Green', 'Text': 'All we asked for was a webGL compatible microphone', 'Reaction Count': 0, 'Time': '2023, 7, 25, 0, 0'}, {'Name': 'Nguyễn Thế Trung', 'Text': 'Next year, we may not see this feature', 'Reaction Count': 0, 'Time': '2023, 7, 25, 0, 0'}, {'Name': 'John Farmer', 'Text': 'What I need to know is how to get $3500 to develop for a device nobody uses!?!', 'Reaction Count': 0, 'Time': '2023, 7, 25, 0, 0'}, {'Name': 'Young Boys FC Gusau', 'Text': 'Keep up the good work!', 'Reaction Count': 0, 'Time': '2023, 7, 25, 0, 0'}, {'Name': 'Kirill Edelman', 'Text': 'The three owners of Apple’s VR goggles salute you.', 'Reaction Count': 0, 'Time': '2023, 7, 25, 0, 0'}, {'Name': 'Saurabh Saxena', 'Text': 'Saurabh Saxena', 'Reaction Count': 0, 'Time': '2023, 7, 25, 0, 0'}, {'Name': 'Mayra Blanco González', 'Text': 'Por qué no se cobran los retiros de los juegos?', 'Reaction Count': 0, 'Time': '2023, 7, 25, 0, 0'}, {'Name': 'Santos Gabriel', 'Text': 'Everyone complaining about the price of the headset: *builds a pc, buys a vive, still has no eye tracking*', 'Reaction Count': 0, 'Time': '2023, 7, 25, 0, 0'}, {'Name': 'Angel Trejo', 'Text': 'Bet it will still have issues with cocoapods.', 'Reaction Count': 0, 'Time': '2023, 7, 25, 0, 0'}, {'Name': 'Avegi Druidd', 'Text': 'Can we get a discount and early access to the headset to test things?', 'Reaction Count': 0, 'Time': '2023, 7, 25, 0, 0'}, {'Name': 'Ren Roux', 'Text': '😁', 'Reaction Count': 0, 'Time': '2023, 7, 25, 0, 0'}, {'Name': 'Ren Roux', 'Text': 'Monopolize it!', 'Reaction Count': 0, 'Time': '2023, 7, 25, 0, 0'}, {'Name': 'Xander Fogle', 'Text': 'Exciting for us to bring Ilysiavr.com\nOur massive #vrmmorpg', 'Reaction Count': 0, 'Time': '2023, 7, 25, 0, 0'}]",335,42,1,17,2,1,0
652064253619885,Stuck drawing the same UI image over and over? Try 9-slicing 🍰,2023-07-19 01:25:00,274,21,11,"[{'Name': 'Jack Schlotthauer', 'Text': 'reminds me of how early HTML rounded corner boxes were made', 'Reaction Count': 0, 'Time': '2023, 7, 25, 0, 0'}, {'Name': 'Alexandre Soria', 'Text': 'Stop using huge textures when planning to use sliced images. Also stop exporting NPOT images for the entire project.', 'Reaction Count': 0, 'Time': '2023, 7, 25, 0, 0'}, {'Name': 'Chris Castillo', 'Text': 'cant wait for native vector graphics support', 'Reaction Count': 0, 'Time': '2023, 7, 25, 0, 0'}, {'Name': 'Trần Nam', 'Text': 'Add more videos', 'Reaction Count': 0, 'Time': '2023, 7, 25, 0, 0'}]",248,24,1,0,1,0,0
651572873669023,"Today's biggest trends, shifts that are still under the radar, and their best gamedev advice - we met with some expert creators to talk about it all 💡🎥 Watch the full video on YouTube: https://youtu.be/giO97FVxyDY📖 Read our full gaming report: https://on.unity.com/3pQLKzx",2023-07-18 03:18:52,44,2,4,"[{'Name': 'Christopher Brown', 'Text': 'Paypal', 'Reaction Count': 0, 'Time': '2023, 7, 25, 0, 0'}]",42,2,0,0,0,0,0
